python,r,test_case,python_result,r_result,overall,row_diff,col_diff,semantic_score,largest_common,edit_distance
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
3.0,0.0,,1.0
6.0,5.0,ID_4,1.0
0.0,8.0,ID_3,0.0
2.0,5.0,ID_8,4.0
4.0,6.0,ID_5,8.0
5.0,4.0,,7.0
7.0,1.0,ID_7,3.0
,2.0,ID_0,1.0
6.0,5.0,ID_8,0.0
3.0,5.0,,5.0
4.0,,ID_8,
4.0,4.0,ID_3,7.0
1.0,,ID_5,8.0
2.0,2.0,ID_5,7.0
1.0,0.0,,5.0
0.0,,ID_2,0.0
8.0,3.0,ID_5,4.0
6.0,0.0,ID_8,4.0
","(18, 4)",[18  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5,2,ID_5,0
","(1, 4)",[1 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
7.0,6.0,ID_1,6
9.0,2.0,ID_7,6
2.0,,ID_4,2
8.0,6.0,ID_0,7
1.0,0.0,,4
7.0,3.0,ID_3,3
9.0,5.0,,4
,2.0,ID_3,0
5.0,1.0,ID_2,8
3.0,1.0,ID_7,0
9.0,,ID_1,7
0.0,4.0,ID_0,3
,3.0,ID_0,5
4.0,2.0,ID_1,1
5.0,6.0,ID_0,4
8.0,3.0,ID_1,5
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1,1,,2
0,1,ID_5,7
","(2, 4)",[2 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
6.0,6.0,ID_2,6.0
2.0,4.0,ID_5,6.0
2.0,6.0,ID_0,5.0
8.0,3.0,ID_7,2.0
6.0,,,7.0
8.0,8.0,ID_8,3.0
,4.0,ID_4,7.0
5.0,2.0,ID_1,0.0
1.0,,ID_5,5.0
4.0,1.0,ID_3,3.0
7.0,0.0,ID_7,1.0
5.0,7.0,,2.0
8.0,0.0,ID_2,7.0
3.0,8.0,ID_0,
9.0,0.0,ID_6,6.0
5.0,5.0,ID_1,0.0
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,8.0,ID_2,4.0
5.0,7.0,ID_8,
8.0,3.0,ID_4,7.0
9.0,2.0,ID_0,
0.0,0.0,ID_6,4.0
3.0,,ID_7,5.0
5.0,3.0,,4.0
3.0,5.0,ID_8,7.0
0.0,0.0,ID_7,6.0
,0.0,ID_5,5.0
2.0,0.0,ID_6,6.0
9.0,0.0,ID_1,5.0
7.0,1.0,ID_0,4.0
4.0,4.0,ID_8,4.0
3.0,4.0,ID_8,3.0
8.0,5.0,ID_2,5.0
8.0,6.0,ID_2,4.0
4.0,0.0,ID_5,1.0
,4.0,ID_4,3.0
","(19, 4)",[19  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1.0,,ID_8,7.0
,1.0,ID_4,2.0
3.0,8.0,ID_8,7.0
4.0,3.0,ID_5,3.0
,0.0,ID_4,6.0
4.0,5.0,ID_2,3.0
5.0,4.0,ID_4,5.0
9.0,5.0,ID_8,4.0
1.0,0.0,,8.0
,0.0,ID_8,6.0
,0.0,ID_8,1.0
0.0,8.0,ID_8,7.0
,3.0,ID_2,8.0
3.0,6.0,ID_8,4.0
3.0,7.0,ID_1,1.0
4.0,,ID_3,
7.0,6.0,ID_3,2.0
7.0,0.0,,2.0
2.0,0.0,ID_5,3.0
","(19, 4)",[19  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
7,5,ID_3,6
9,1,ID_2,2
5,2,ID_8,0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9.0,,,7.0
1.0,6.0,ID_2,6.0
0.0,5.0,ID_1,4.0
,6.0,ID_8,2.0
0.0,8.0,ID_5,1.0
9.0,,ID_8,2.0
1.0,6.0,ID_7,
6.0,5.0,,0.0
1.0,2.0,ID_1,3.0
1.0,5.0,ID_0,1.0
5.0,2.0,,3.0
,0.0,ID_2,
4.0,1.0,ID_6,5.0
,3.0,ID_8,2.0
7.0,6.0,ID_0,1.0
2.0,7.0,ID_3,5.0
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9.0,7.0,ID_0,8.0
2.0,1.0,ID_1,1.0
9.0,1.0,ID_8,0.0
5.0,3.0,ID_3,3.0
7.0,1.0,ID_6,0.0
6.0,2.0,ID_8,
3.0,4.0,ID_0,7.0
3.0,1.0,ID_8,5.0
4.0,3.0,ID_5,5.0
,1.0,ID_4,
,0.0,ID_8,5.0
8.0,3.0,,3.0
6.0,,ID_7,2.0
0.0,3.0,ID_6,6.0
","(14, 4)",[14  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1.0,4.0,ID_5,5
8.0,7.0,,8
8.0,3.0,ID_0,0
,,,4
0.0,3.0,ID_8,1
3.0,2.0,ID_5,4
3.0,1.0,ID_3,1
,,ID_5,8
0.0,0.0,ID_6,5
2.0,7.0,ID_0,5
1.0,2.0,ID_7,7
","(11, 4)",[11  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
6.0,,ID_6,3.0
9.0,3.0,ID_7,4.0
,1.0,,6.0
0.0,6.0,ID_0,4.0
8.0,6.0,,
4.0,4.0,,8.0
,6.0,ID_6,7.0
5.0,0.0,,8.0
,2.0,ID_6,1.0
0.0,8.0,ID_2,7.0
0.0,1.0,,0.0
8.0,,,5.0
2.0,1.0,ID_5,5.0
2.0,7.0,ID_2,5.0
","(14, 4)",[14  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
4.0,4,,7
2.0,8,ID_8,7
8.0,3,,6
1.0,2,ID_1,3
9.0,7,ID_0,6
,2,ID_4,4
2.0,3,ID_3,7
","(7, 4)",[7 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5,,ID_8,3.0
5,3.0,ID_0,3.0
2,,,2.0
8,1.0,ID_7,
","(4, 4)",[4 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
6,2.0,ID_4,4.0
6,1.0,,0.0
3,0.0,,
8,,ID_1,4.0
9,5.0,ID_4,1.0
","(5, 4)",[5 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8.0,8,ID_8,5.0
9.0,1,ID_6,5.0
,2,ID_4,0.0
8.0,1,ID_8,5.0
1.0,4,,0.0
5.0,0,ID_7,5.0
9.0,4,ID_3,2.0
8.0,1,ID_7,0.0
5.0,0,ID_6,4.0
0.0,8,,4.0
7.0,4,ID_7,0.0
,7,ID_1,0.0
0.0,2,ID_5,
4.0,4,ID_1,5.0
0.0,6,ID_2,6.0
4.0,1,ID_5,5.0
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1.0,7,ID_8,7.0
5.0,6,ID_8,
7.0,6,ID_4,1.0
4.0,2,ID_6,7.0
9.0,2,ID_2,4.0
8.0,7,,2.0
9.0,7,ID_8,
1.0,6,ID_5,7.0
0.0,5,ID_3,0.0
5.0,7,ID_8,4.0
3.0,6,ID_8,6.0
6.0,4,ID_2,
,7,ID_8,1.0
","(13, 4)",[13  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
2,1.0,ID_1,3.0
5,,ID_6,2.0
0,2.0,,6.0
7,1.0,,
0,,ID_4,7.0
0,6.0,ID_7,1.0
1,4.0,ID_0,5.0
0,5.0,ID_7,8.0
8,8.0,,2.0
2,5.0,ID_6,1.0
3,5.0,ID_3,2.0
3,8.0,ID_7,3.0
1,8.0,ID_8,1.0
6,2.0,,0.0
8,4.0,ID_3,3.0
0,3.0,,1.0
1,0.0,ID_4,2.0
6,,ID_1,5.0
1,4.0,ID_7,2.0
4,7.0,ID_6,3.0
","(20, 4)",[20  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0.0,4.0,ID_5,2.0
6.0,5.0,ID_0,1.0
3.0,4.0,,5.0
2.0,5.0,ID_8,2.0
4.0,8.0,ID_8,6.0
2.0,2.0,ID_5,
7.0,6.0,ID_4,4.0
9.0,6.0,ID_7,6.0
4.0,8.0,,7.0
6.0,0.0,ID_1,6.0
6.0,6.0,ID_7,7.0
4.0,1.0,ID_2,1.0
,,,7.0
1.0,3.0,ID_6,3.0
9.0,,ID_3,8.0
","(15, 4)",[15  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9.0,3.0,,1
,1.0,ID_5,1
9.0,,ID_4,0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
2.0,2.0,ID_0,1.0
0.0,1.0,ID_3,7.0
8.0,4.0,ID_7,1.0
2.0,3.0,ID_4,6.0
5.0,1.0,ID_4,
9.0,5.0,ID_0,4.0
2.0,3.0,ID_1,6.0
2.0,3.0,ID_0,0.0
,1.0,ID_5,
9.0,5.0,ID_6,6.0
6.0,3.0,,7.0
1.0,6.0,ID_8,5.0
1.0,8.0,ID_2,2.0
0.0,,ID_6,
3.0,5.0,ID_2,8.0
6.0,5.0,ID_8,
5.0,6.0,ID_6,6.0
","(17, 4)",[17  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
3.0,2,ID_7,0.0
3.0,1,ID_5,4.0
1.0,8,ID_5,4.0
9.0,0,ID_8,4.0
5.0,5,ID_8,8.0
6.0,1,ID_2,
,4,ID_4,6.0
8.0,3,ID_0,0.0
2.0,3,ID_6,0.0
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
4.0,8.0,ID_4,5.0
8.0,,ID_8,
3.0,3.0,,2.0
3.0,6.0,ID_7,7.0
7.0,5.0,ID_7,1.0
4.0,5.0,,0.0
2.0,0.0,ID_5,5.0
6.0,2.0,ID_6,3.0
3.0,,ID_1,8.0
9.0,1.0,ID_0,5.0
5.0,0.0,ID_3,7.0
9.0,8.0,ID_0,
6.0,0.0,ID_7,1.0
0.0,8.0,,
2.0,4.0,ID_2,2.0
,3.0,ID_8,4.0
3.0,0.0,,0.0
","(17, 4)",[17  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0.0,1.0,ID_0,1.0
,3.0,,1.0
2.0,2.0,,
9.0,8.0,ID_5,
5.0,2.0,ID_6,5.0
2.0,3.0,ID_8,4.0
4.0,7.0,ID_3,1.0
9.0,6.0,,3.0
3.0,,ID_1,2.0
0.0,5.0,ID_2,3.0
1.0,3.0,ID_5,7.0
4.0,0.0,ID_0,0.0
0.0,5.0,ID_1,0.0
4.0,5.0,ID_5,3.0
8.0,6.0,ID_1,5.0
3.0,6.0,,2.0
1.0,5.0,ID_6,6.0
","(17, 4)",[17  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,5,ID_2,0.0
0.0,4,ID_7,7.0
6.0,3,,1.0
0.0,4,ID_7,4.0
9.0,4,,2.0
3.0,4,ID_1,7.0
6.0,5,ID_4,8.0
5.0,5,ID_5,
0.0,1,ID_6,7.0
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,3,ID_1,2
9.0,5,ID_3,3
3.0,2,ID_0,1
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5,1.0,ID_3,8
8,2.0,ID_3,7
8,0.0,ID_0,5
5,4.0,ID_4,1
2,4.0,ID_5,7
7,5.0,ID_1,3
2,1.0,ID_7,2
6,8.0,ID_8,0
8,3.0,ID_5,6
3,5.0,ID_6,8
0,4.0,ID_8,4
3,8.0,ID_8,4
8,7.0,,5
6,,ID_8,2
1,5.0,ID_7,3
","(15, 4)",[15  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9,5.0,,7.0
9,8.0,ID_2,
1,6.0,ID_5,2.0
9,7.0,ID_1,1.0
9,,ID_1,
6,8.0,ID_4,1.0
0,3.0,ID_1,3.0
","(7, 4)",[7 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0,3.0,ID_8,2.0
9,8.0,ID_4,
3,,ID_8,4.0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
3.0,1,ID_0,6
4.0,6,ID_4,5
,2,ID_8,4
9.0,6,ID_8,5
2.0,8,ID_8,7
7.0,5,ID_7,4
0.0,3,ID_0,5
1.0,0,,1
","(8, 4)",[8 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8,0.0,ID_1,1.0
2,4.0,,1.0
6,5.0,ID_7,
8,8.0,ID_5,5.0
3,2.0,ID_6,8.0
0,,,7.0
0,6.0,,3.0
9,7.0,ID_3,2.0
2,1.0,ID_5,4.0
3,2.0,ID_3,3.0
6,7.0,ID_1,2.0
1,2.0,ID_8,4.0
9,0.0,ID_0,4.0
6,3.0,ID_0,6.0
6,,ID_7,2.0
4,1.0,ID_3,
1,6.0,ID_3,1.0
6,5.0,ID_8,6.0
","(18, 4)",[18  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8.0,0,,6.0
0.0,3,ID_1,
,7,ID_6,5.0
6.0,5,ID_8,8.0
2.0,1,ID_4,5.0
5.0,4,ID_7,7.0
9.0,2,ID_5,3.0
5.0,4,ID_5,1.0
6.0,8,ID_6,0.0
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0,8,ID_2,6
0,3,ID_8,6
0,0,ID_7,5
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1,,ID_5,4.0
2,1.0,ID_6,3.0
2,8.0,,2.0
1,7.0,ID_8,4.0
0,8.0,ID_6,2.0
2,0.0,ID_5,0.0
1,5.0,ID_4,7.0
4,1.0,ID_4,8.0
0,2.0,ID_3,
6,4.0,ID_8,3.0
7,6.0,ID_3,1.0
","(11, 4)",[11  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5.0,8.0,ID_1,
9.0,,ID_6,1.0
8.0,0.0,ID_7,
,1.0,ID_3,8.0
7.0,8.0,ID_3,8.0
8.0,7.0,ID_1,8.0
,2.0,ID_4,5.0
8.0,6.0,ID_8,2.0
4.0,4.0,,2.0
6.0,6.0,ID_8,
3.0,5.0,ID_5,2.0
8.0,1.0,,0.0
,2.0,,3.0
6.0,6.0,ID_6,4.0
5.0,,,0.0
4.0,0.0,ID_6,0.0
5.0,7.0,ID_7,2.0
0.0,8.0,ID_0,1.0
,0.0,ID_1,3.0
","(19, 4)",[19  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0.0,6.0,ID_6,6
7.0,2.0,ID_2,1
,7.0,,2
2.0,,ID_4,2
6.0,3.0,ID_1,6
2.0,4.0,ID_2,7
,6.0,ID_2,0
9.0,3.0,ID_8,1
","(8, 4)",[8 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5,5.0,ID_7,3
6,4.0,ID_6,6
1,3.0,ID_3,0
3,4.0,ID_6,5
9,,ID_7,1
4,0.0,ID_0,7
3,2.0,ID_1,3
0,8.0,ID_7,6
6,,ID_6,7
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8,,ID_0,2
1,4.0,,1
5,4.0,ID_2,6
7,0.0,ID_5,6
","(4, 4)",[4 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
8.0,2.0,ID_8,
,,,8.0
8.0,0.0,ID_3,1.0
4.0,7.0,ID_8,
6.0,7.0,ID_0,5.0
3.0,3.0,ID_0,6.0
","(6, 4)",[6 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
2.0,2.0,ID_8,
5.0,8.0,ID_4,3.0
,,ID_2,5.0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,7,ID_7,1.0
6.0,5,ID_0,0.0
7.0,4,ID_2,3.0
2.0,6,ID_3,7.0
6.0,8,ID_3,2.0
8.0,6,ID_6,8.0
3.0,7,ID_8,0.0
9.0,0,ID_1,
","(8, 4)",[8 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,1.0,ID_3,
,4.0,ID_8,5.0
3.0,,ID_4,5.0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
4,6,ID_0,5
7,1,,3
","(2, 4)",[2 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0,3,ID_5,3
6,3,ID_8,1
7,5,ID_3,2
0,7,ID_0,7
","(4, 4)",[4 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
7,7,ID_0,4
6,8,ID_2,3
","(2, 4)",[2 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
1.0,,ID_1,
2.0,8.0,ID_5,1.0
4.0,3.0,ID_5,6.0
2.0,3.0,ID_0,2.0
4.0,0.0,ID_8,6.0
8.0,4.0,ID_4,3.0
1.0,1.0,ID_0,1.0
,4.0,ID_5,7.0
7.0,1.0,ID_4,7.0
6.0,4.0,ID_4,5.0
3.0,3.0,,0.0
7.0,6.0,ID_4,1.0
2.0,1.0,ID_0,7.0
","(13, 4)",[13  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0.0,5.0,ID_8,4
,,ID_1,2
3.0,5.0,ID_8,6
1.0,8.0,ID_4,2
1.0,6.0,ID_7,8
,4.0,ID_2,0
7.0,4.0,ID_1,5
,2.0,ID_0,4
,2.0,,0
0.0,6.0,ID_8,6
2.0,2.0,,0
1.0,6.0,,4
4.0,0.0,ID_2,6
1.0,5.0,ID_7,6
8.0,7.0,ID_8,2
6.0,,ID_1,6
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
9.0,0.0,,4
0.0,3.0,ID_7,3
9.0,3.0,ID_6,5
,4.0,ID_8,8
,6.0,ID_7,7
1.0,,ID_3,2
7.0,2.0,ID_8,2
7.0,0.0,ID_1,2
8.0,7.0,ID_0,2
2.0,,ID_4,6
,2.0,ID_8,0
0.0,1.0,ID_3,2
9.0,7.0,ID_4,6
","(13, 4)",[13  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5.0,7,ID_8,
0.0,6,ID_2,0.0
5.0,1,ID_1,4.0
6.0,2,ID_5,3.0
7.0,5,ID_8,6.0
0.0,3,ID_7,3.0
5.0,5,ID_4,7.0
0.0,5,ID_4,6.0
3.0,1,ID_4,
2.0,6,ID_5,7.0
,1,ID_8,6.0
9.0,0,ID_6,2.0
3.0,7,,8.0
3.0,6,,
7.0,1,ID_6,3.0
5.0,0,ID_2,8.0
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
6.0,4,ID_1,
9.0,6,ID_8,7.0
,0,ID_2,8.0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0,7.0,ID_0,8.0
1,,ID_4,6.0
0,,ID_6,3.0
4,8.0,ID_5,7.0
3,6.0,ID_6,8.0
1,7.0,ID_1,
7,7.0,ID_0,8.0
1,4.0,ID_5,3.0
2,1.0,ID_3,
3,4.0,ID_7,5.0
3,7.0,ID_6,0.0
5,4.0,ID_8,7.0
6,0.0,ID_8,8.0
8,0.0,ID_0,8.0
7,6.0,ID_0,8.0
8,6.0,ID_5,7.0
","(16, 4)",[16  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
3.0,3,ID_4,5
6.0,5,ID_8,6
1.0,6,ID_8,3
3.0,5,ID_0,2
1.0,6,ID_8,6
2.0,3,ID_5,8
,5,ID_4,6
","(7, 4)",[7 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
5.0,4.0,ID_8,0
4.0,,ID_4,7
,,ID_4,0
,6.0,ID_7,4
4.0,5.0,ID_1,1
9.0,5.0,ID_2,3
1.0,6.0,ID_3,3
6.0,5.0,ID_0,0
5.0,6.0,ID_2,0
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
3,2,ID_3,1
3,6,ID_1,3
1,5,ID_3,0
","(3, 4)",[3 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
7,1.0,ID_2,1
7,4.0,ID_1,5
6,,ID_1,2
4,0.0,ID_2,0
2,,ID_5,1
1,1.0,ID_3,1
8,5.0,ID_6,5
1,,ID_2,3
","(8, 4)",[8 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
6.0,6.0,ID_1,6.0
1.0,,ID_0,5.0
,,ID_3,0.0
3.0,6.0,ID_6,0.0
,,ID_8,1.0
4.0,0.0,ID_8,3.0
7.0,5.0,ID_5,8.0
0.0,1.0,ID_5,7.0
1.0,0.0,ID_2,5.0
6.0,4.0,ID_3,2.0
1.0,6.0,,1.0
,5.0,ID_8,
4.0,,ID_3,7.0
","(13, 4)",[13  1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
0,5,ID_2,7
2,4,ID_6,4
2,1,ID_4,4
4,8,ID_1,1
4,3,ID_0,7
0,8,ID_3,2
","(6, 4)",[6 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
2,4.0,ID_4,4.0
8,,ID_6,6.0
0,7.0,ID_1,5.0
0,7.0,ID_8,
8,5.0,ID_5,
4,,ID_0,5.0
5,4.0,ID_7,3.0
","(7, 4)",[7 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
4.0,2,ID_4,2.0
,1,ID_8,
6.0,8,ID_0,4.0
0.0,2,ID_2,4.0
2.0,6,ID_4,3.0
","(5, 4)",[5 1],0.5,,,0.5,,0.454
df.shape,"dim(df[c(""col1"")])","col0,col1,col2,col3
,3,ID_6,6
5.0,1,ID_6,2
0.0,5,ID_1,6
9.0,1,ID_8,3
,2,ID_3,0
,0,ID_8,2
8.0,7,ID_5,6
6.0,2,ID_0,8
9.0,7,ID_8,1
","(9, 4)",[9 1],0.5,,,0.5,,0.454
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)",,,,1.0,,,,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
3.0,2.0,ID_8,1.0
5.0,5.0,ID_0,
0.0,6.0,ID_8,0.0
0.0,,ID_6,
3.0,7.0,ID_7,4.0
1.0,1.0,ID_2,0.0
9.0,4.0,ID_5,7.0
,1.0,ID_0,4.0
1.0,5.0,ID_8,6.0
4.0,0.0,ID_7,3.0
5.0,8.0,,6.0
8.0,5.0,ID_8,4.0
7.0,1.0,ID_4,0.0
5.0,8.0,ID_4,4.0
4.0,3.0,ID_8,5.0
4.0,5.0,ID_7,3.0
7.0,7.0,ID_5,8.0
9.0,0.0,ID_8,4.0
,5.0,ID_0,4.0
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
4,3.0,ID_1,3
1,3.0,ID_2,6
8,1.0,ID_3,6
8,8.0,ID_1,6
4,,,0
9,,ID_2,6
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
,1.0,ID_7,0
6.0,0.0,ID_8,1
8.0,6.0,ID_5,0
6.0,,ID_8,1
5.0,6.0,ID_3,0
2.0,1.0,ID_8,0
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
4,3.0,,3
8,5.0,ID_0,8
0,3.0,ID_8,4
2,7.0,ID_2,6
1,7.0,ID_0,8
8,4.0,ID_4,1
7,2.0,ID_5,3
7,,ID_3,3
6,5.0,ID_8,1
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
9.0,6.0,ID_4,2
0.0,4.0,ID_8,2
4.0,3.0,,8
5.0,0.0,ID_3,6
7.0,1.0,ID_7,2
4.0,,ID_7,0
,4.0,ID_4,8
7.0,,,6
3.0,1.0,ID_4,7
5.0,7.0,ID_5,3
2.0,6.0,ID_6,1
8.0,7.0,ID_4,6
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
0.0,1,ID_4,2.0
4.0,3,ID_0,6.0
,2,ID_6,6.0
2.0,2,ID_1,7.0
0.0,1,,3.0
1.0,7,ID_2,
2.0,7,ID_5,
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
1,3,ID_3,6
6,6,ID_4,0
4,2,ID_0,2
1,6,ID_3,1
9,6,ID_6,1
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
7.0,3.0,ID_4,2.0
3.0,5.0,ID_8,2.0
,3.0,ID_0,1.0
1.0,5.0,ID_7,2.0
9.0,7.0,ID_5,1.0
,3.0,ID_6,8.0
5.0,0.0,ID_0,5.0
6.0,1.0,ID_8,3.0
,8.0,ID_3,2.0
5.0,0.0,ID_2,6.0
7.0,,ID_6,4.0
2.0,5.0,ID_5,
9.0,6.0,ID_7,
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
df.query('col1 == 1 & col3 == 1'),"filter(df, col1 == 1, col3 == 1)","col0,col1,col2,col3
0.0,1.0,ID_4,
7.0,2.0,,3.0
,3.0,ID_3,3.0
2.0,6.0,ID_1,
6.0,5.0,ID_5,8.0
1.0,,ID_4,6.0
6.0,8.0,ID_1,7.0
2.0,2.0,ID_2,6.0
","col0,col1,col2,col3
","col0,col1,col2,col3
",1.0,1,1,1,,0.737
