python,r,test_case,python_result,r_result,overall,row_diff,col_diff,semantic_score,largest_common,edit_distance
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
","col1,col2,col3
6.0,ID_2,0.0
8.0,ID_3,
2.0,ID_5,1.0
4.0,ID_8,4.0
3.0,,7.0
,ID_8,5.0
5.0,ID_8,2.0
6.0,ID_0,2.0
0.0,ID_3,4.0
2.0,ID_5,
",0.5249999999999999,0.7,0.75,1.0,"Row: 3:9, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
","col1,col2,col3
,ID_3,3
",0.75,1.0,0.75,1.0,"Row: 0:0, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
","col1,col2,col3
1.0,ID_2,3
1.0,ID_8,7
0.0,ID_2,1
0.0,ID_8,7
4.0,ID_3,8
2.0,ID_3,1
5.0,ID_6,2
,ID_5,3
5.0,ID_5,6
",0.5833333333333334,0.778,0.75,1.0,"Row: 2:8, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
","col1,col2,col3
7,ID_4,3
",0.75,1.0,0.75,1.0,"Row: 0:0, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
","col1,col2,col3
,ID_0,5
",0.75,1.0,0.75,1.0,"Row: 0:0, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
","col1,col2,col3
4.0,,6.0
7.0,ID_8,4.0
0.0,ID_5,3.0
8.0,,5.0
4.0,ID_2,3.0
5.0,ID_4,8.0
8.0,ID_7,
,ID_5,7.0
3.0,ID_8,4.0
",0.5833333333333334,0.778,0.75,1.0,"Row: 2:8, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
","col1,col2,col3
0.0,ID_0,1.0
6.0,ID_3,
,ID_8,
8.0,ID_1,1.0
0.0,ID_3,
0.0,,4.0
,ID_2,5.0
5.0,ID_2,1.0
",0.65625,0.875,0.75,1.0,"Row: 1:7, Col: 1:3",0.438
df.iloc[:7],"select(df, col1:col3)","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1,col2,col3
1.0,ID_8,2.0
5.0,,5.0
4.0,ID_5,5.0
8.0,,
,ID_8,2.0
1.0,ID_8,7.0
4.0,ID_5,1.0
",0.75,1.0,0.75,1.0,"Row: 0:6, Col: 1:3",0.438
df.iloc[:7],"select(df, col1, col2)",,,,0.445,,,,,0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1,col2
5,ID_3
3,ID_8
",0.5,1.0,0.5,1.0,"Row: 0:1, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
","col1,col2
1.0,ID_2
,ID_5
3.0,ID_6
3.0,ID_8
0.0,ID_7
2.0,
4.0,ID_0
6.0,ID_8
3.0,ID_7
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
","col1,col2
6.0,ID_2
8.0,ID_3
2.0,ID_5
4.0,ID_8
3.0,
,ID_8
5.0,ID_8
6.0,ID_0
0.0,ID_3
2.0,ID_5
",0.35,0.7,0.5,1.0,"Row: 3:9, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
","col1,col2
,ID_3
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
","col1,col2
1.0,ID_2
1.0,ID_8
0.0,ID_2
0.0,ID_8
4.0,ID_3
2.0,ID_3
5.0,ID_6
,ID_5
5.0,ID_5
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
","col1,col2
7,ID_4
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
","col1,col2
,ID_0
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
","col1,col2
4.0,
7.0,ID_8
0.0,ID_5
8.0,
4.0,ID_2
5.0,ID_4
8.0,ID_7
,ID_5
3.0,ID_8
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
","col1,col2
0.0,ID_0
6.0,ID_3
,ID_8
8.0,ID_1
0.0,ID_3
0.0,
,ID_2
5.0,ID_2
",0.4375,0.875,0.5,1.0,"Row: 1:7, Col: 1:2",0.363
df.iloc[:7],"select(df, col1, col2)","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1,col2
1.0,ID_8
5.0,
4.0,ID_5
8.0,
,ID_8
1.0,ID_8
4.0,ID_5
",0.5,1.0,0.5,1.0,"Row: 0:6, Col: 1:2",0.363
df.iloc[:7],"distinct(select(df, col1, col2))",,,,0.435,,,,,0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col1,col2
5,ID_3
3,ID_8
",0.5,1.0,0.5,1.0,"Row: 0:1, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
","col1,col2
1.0,ID_2
,ID_5
3.0,ID_6
3.0,ID_8
0.0,ID_7
2.0,
4.0,ID_0
6.0,ID_8
3.0,ID_7
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
","col1,col2
6.0,ID_2
8.0,ID_3
2.0,ID_5
4.0,ID_8
3.0,
,ID_8
5.0,ID_8
6.0,ID_0
0.0,ID_3
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
","col1,col2
,ID_3
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
","col1,col2
1.0,ID_2
1.0,ID_8
0.0,ID_2
0.0,ID_8
4.0,ID_3
2.0,ID_3
5.0,ID_6
,ID_5
5.0,ID_5
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
","col1,col2
7,ID_4
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
","col1,col2
,ID_0
",0.5,1.0,0.5,1.0,"Row: 0:0, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
","col1,col2
4.0,
7.0,ID_8
0.0,ID_5
8.0,
4.0,ID_2
5.0,ID_4
8.0,ID_7
,ID_5
3.0,ID_8
",0.3888888888888889,0.778,0.5,1.0,"Row: 2:8, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
","col1,col2
0.0,ID_0
6.0,ID_3
,ID_8
8.0,ID_1
0.0,ID_3
0.0,
,ID_2
5.0,ID_2
",0.4375,0.875,0.5,1.0,"Row: 1:7, Col: 1:2",0.458
df.iloc[:7],"distinct(select(df, col1, col2))","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col1,col2
1.0,ID_8
5.0,
4.0,ID_5
8.0,
,ID_8
",0.35714285714285715,0.714,0.5,1.0,"Row: 0:4, Col: 1:2",0.458
df.iloc[:7],"df[1:8, ]",,,,0.588,,,,,0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
",0.25,0.25,1.0,1.0,"Row: 0:1, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
",0.125,0.125,1.0,1.0,"Row: 0:0, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
-2147483648,-2147483648,NA,-2147483648
",0.125,0.125,1.0,1.0,"Row: 0:0, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
-2147483648,,NA,-2147483648
",0.125,0.125,1.0,1.0,"Row: 0:0, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
","col0,col1,col2,col3
8.0,0.0,ID_0,1.0
,6.0,ID_3,
7.0,,ID_8,
7.0,8.0,ID_1,1.0
9.0,0.0,ID_3,
2.0,0.0,,4.0
8.0,,ID_2,5.0
,5.0,ID_2,1.0
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"df[1:8, ]","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
","col0,col1,col2,col3
0.0,1.0,ID_8,2.0
1.0,5.0,,5.0
1.0,4.0,ID_5,5.0
,8.0,,
5.0,,ID_8,2.0
2.0,1.0,ID_8,7.0
8.0,4.0,ID_5,1.0
,,NA,
",0.875,0.875,1.0,1.0,"Row: 0:6, Col: 0:3",0.621
df.iloc[:7],"arrange(df, desc(col1))",,,,0.605,,,,,0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
","col0,col1,col2,col3
2,5,ID_3,7
3,3,ID_8,8
",1.0,1.0,1.0,1.0,"Row: 0:1, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
8,6.0,ID_8,4
1,3.0,ID_7,2
","col0,col1,col2,col3
6,1.0,ID_2,6
1,,ID_5,2
0,3.0,ID_6,3
5,3.0,ID_8,5
3,0.0,ID_7,5
5,2.0,,5
6,4.0,ID_0,3
","col0,col1,col2,col3
8,6.0,ID_8,4
6,4.0,ID_0,3
0,3.0,ID_6,3
5,3.0,ID_8,5
1,3.0,ID_7,2
5,2.0,,5
6,1.0,ID_2,6
3,0.0,ID_7,5
1,,ID_5,2
",0.3888888888888889,0.778,1.0,0.5,"Row: 0:6, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
1,6.0,ID_0,2.0
4,0.0,ID_3,4.0
1,2.0,ID_5,
","col0,col1,col2,col3
8,6.0,ID_2,0.0
1,8.0,ID_3,
2,2.0,ID_5,1.0
8,4.0,ID_8,4.0
2,3.0,,7.0
4,,ID_8,5.0
6,5.0,ID_8,2.0
","col0,col1,col2,col3
1,8.0,ID_3,
8,6.0,ID_2,0.0
1,6.0,ID_0,2.0
6,5.0,ID_8,2.0
8,4.0,ID_8,4.0
2,3.0,,7.0
2,2.0,ID_5,1.0
1,2.0,ID_5,
4,0.0,ID_3,4.0
4,,ID_8,5.0
",0.325,0.7,1.0,0.464,"Row: 1:7, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
","col0,col1,col2,col3
5,,ID_3,3
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
3,,ID_5,3
7,5.0,ID_5,6
","col0,col1,col2,col3
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
7,4.0,ID_3,8
0,2.0,ID_3,1
7,5.0,ID_6,2
","col0,col1,col2,col3
7,5.0,ID_6,2
7,5.0,ID_5,6
7,4.0,ID_3,8
0,2.0,ID_3,1
4,1.0,ID_2,3
3,1.0,ID_8,7
3,0.0,ID_2,1
6,0.0,ID_8,7
3,,ID_5,3
",0.08333333333333333,0.778,1.0,0.107,"Row: 2:8, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
","col0,col1,col2,col3
2,7,ID_4,3
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
","col0,col1,col2,col3
9,,ID_0,5
",1.0,1.0,1.0,1.0,"Row: 0:0, Col: 0:3",0.0
df.iloc[:7],"arrange(df, desc(col1))","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
8,,ID_5,7.0
9,3.0,ID_8,4.0
","col0,col1,col2,col3
5,4.0,,6.0
4,7.0,ID_8,4.0
5,0.0,ID_5,3.0
7,8.0,,5.0
8,4.0,ID_2,3.0
3,5.0,ID_4,8.0
8,8.0,ID_7,
","col0,col1,col2,col3
7,8.0,,5.0
8,8.0,ID_7,
4,7.0,ID_8,4.0
3,5.0,ID_4,8.0
5,4.0,,6.0
8,4.0,ID_2,3.0
9,3.0,ID_8,4.0
5,0.0,ID_5,3.0
8,,ID_5,7.0
",0.25,0.778,1.0,0.321,"Row: 1:7, Col: 0:3",0.0
